paper_id,model_id,apa_citation,year,db_type,db_private,db_public,db_private_and_public,db_uppon_request,use_multiple_db,is_database,DEAP,AMIGOS,MAHNOB,CASE,Ascertain,Cog.load,Multimodal Dyadic Behavior (MMDB),RECOLA,DECAF,Driving Workload,(AV+EC) 2015,Liris,SenseEmotion,PMEmo,AFEW,Hazumi1911,Bio Vid Emo DB,RCDAT,DREAMER,Non-EEG Biosignals Data Set for Assessment and Visualization of Neurological Status,Stress Recognition in Automobile Drivers Data Set,PsPM-HRA1
28,165,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
28,166,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
29,167,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,public,-,x,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
29,168,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,public,-,x,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
29,169,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,public,-,x,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
29,170,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,public,-,x,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
29,171,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,public,-,x,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
29,172,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,public,-,x,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
30,173,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
30,174,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
30,175,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
31,176,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
31,177,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
31,178,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",2016,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
32,179,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,public,-,-,-,-,,x,-,x,-,-,,,-,-,,,,,,,,,,,,,,
32,180,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,public,-,-,-,-,,x,-,x,-,-,,,-,-,,,,,,,,,,,,,,
32,181,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,public,-,-,-,-,,x,-,x,-,-,,,-,-,,,,,,,,,,,,,,
32,182,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,public,-,-,-,-,,x,-,x,-,-,,,-,-,,,,,,,,,,,,,,
32,183,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,public,-,-,-,-,,x,-,x,-,-,,,-,-,,,,,,,,,,,,,,
32,184,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,public,-,-,-,-,,x,-,x,-,-,,,-,-,,,,,,,,,,,,,,
33,185,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
33,186,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
33,187,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
33,188,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
33,189,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
33,190,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
34,191,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516647",2018,private,x,-,-,-,,-,-,,-,-,,,-,-,,,,,,,,,,,,,,
34,192,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516648",2018,private,x,-,-,-,,-,-,,-,-,,,-,-,,,,,,,,,,,,,,
34,193,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516649",2018,private,x,-,-,-,,-,-,,-,-,,,-,-,,,,,,,,,,,,,,
34,194,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516649",2018,private,x,-,-,-,,-,-,,-,-,,,-,-,,,,,,,,,,,,,,
35,195,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,,,-,-,,,,,,,,,,,,,,
35,196,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,,,-,-,,,,,,,,,,,,,,
35,197,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,,,-,-,,,,,,,,,,,,,,
35,198,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,,,-,-,,,,,,,,,,,,,,
36,199,"Zhang, S., Liu, G., & Lai, X. (2015). Classification of evoked emotions using an artificial neural network based on single, short-term physiological signals. Journal of Advanced Computational Intelligence and Intelligent Informatics, 19(1), 118-126.",2015,private,x,-,-,-,,-,-,-,-,-,,,-,-,,,,,,,,,,,,,,
37,200,"Gjoreski, M., Lustrek, M., & Gams, M. (2018). Multi-task ensemble learning for affect recognition. 553–558. Scopus. https://doi.org/10.1145/3267305.3267308
",2018,public,-,-,-,-,,x,x,x,x,-,,,-,-,x,x,,,,,,,,,,,,
38,201,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,x,-,-,-,-,-,,,,,,,,,,,,
38,202,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,x,,-,-,-,-,,,,,,,,,,,,
38,203,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,x,-,-,-,-,-,,,,,,,,,,,,
38,204,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,x,-,-,-,-,-,,,,,,,,,,,,
38,205,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,x,-,-,-,-,-,,,,,,,,,,,,
38,206,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,x,-,-,-,-,-,,,,,,,,,,,,
38,207,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,x,-,-,-,-,-,,,,,,,,,,,,
38,208,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,209,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,210,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,211,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,212,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,213,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,214,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,215,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,,
38,216,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,,
38,217,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,,
38,218,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,,
38,219,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,,
38,220,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,,
38,221,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,,
38,222,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,x,-,-,-,-,,,,,,,,,,,,
38,223,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,x,-,-,-,-,,,,,,,,,,,,
38,224,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,x,-,-,-,-,,,,,,,,,,,,
38,225,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,x,-,-,-,-,,,,,,,,,,,,
38,226,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,x,-,-,-,-,,,,,,,,,,,,
38,227,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,x,-,-,-,-,,,,,,,,,,,,
38,228,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,-,-,-,x,-,-,-,-,,,,,,,,,,,,
38,229,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,-,-,-,-,-,-,,,,,,,,,,,,
38,230,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,-,-,-,-,-,-,,,,,,,,,,,,
38,231,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,-,-,-,-,-,-,,,,,,,,,,,,
38,232,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,-,-,-,-,-,-,,,,,,,,,,,,
38,233,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,-,-,-,-,-,-,,,,,,,,,,,,
38,234,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,-,-,-,-,-,-,,,,,,,,,,,,
38,235,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,-,x,-,-,-,-,-,-,-,,,,,,,,,,,,
38,236,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,x,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,237,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,x,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,238,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,x,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,239,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,x,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,240,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,x,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,241,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,x,-,-,-,-,-,-,-,-,,,,,,,,,,,,
38,242,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,public,-,-,-,-,,x,-,x,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,243,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,244,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,245,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,246,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,247,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,248,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,249,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
39,250,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,public,-,-,-,-,,x,x,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
40,251,"Martínez-Rodrigo, A., Zangróniz, R., Pastor, J. M., & Sokolova, M. V. (2017). Arousal level classification of the aging adult from electro-dermal activity: From hardware development to software architecture. Pervasive and Mobile Computing, 34, 46–59. Scopus. https://doi.org/10.1016/j.pmcj.2016.04.006",2017,private,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
41,252,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,
41,253,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,
41,254,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,
41,255,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,public,-,-,-,-,,x,-,-,-,-,-,-,-,-,-,-,x,,,,,,,,,,,
