paper_id,model_id,apa_citation,year,affective_model,is_classifier,class_model_output_number,class_model_output_categories,class_Logistic Regression,class_Support Vector Machine (SVM),class_k-Nearest Neighbor (k-NN),class_Quadratic discrimant clasifier (QDA),class_Linear Discriminant Analysis (LDA),class_Tree based models,class_Naive Bayes,class_AVG,class_LASSO-T,class_Ridge-T,class_LASSO-VAR,class_Ridge-VAR,class_TPA,class_HDC-MER,class_HMM,class_Gradient boostingclass,class_Fully connected NN (or Multi layer perceptron),class_Convolutional NN,class_Recurrent NN,class_GRU (Gated Recurrent Units),class_LSTM,class_Cellular Neural Networks,class_AdaBoost DT,class_Quantum Neural Network (QNN),class_Probabilistic Neural Network (PNN),class_Backpropagation (BP),class_Extreme Learning Machine (ELM),class_ANN,class_Spiking Deep Belief Network (SDBN),"class_radial basis function
(RBF) ",class_1R rule,class_JRip,is_regressor,regre_model_output_number,regre_model_output_dimensions,regre_Linear Regression,regre_Support Vector Regression (SVR),regre_Polynomial Regression,regre_Ridge regression,regre_Logistic regression,regre_knn,regre_decision tree,regre_Multilayer regression,regre_Boosted regression trees,regre_Fully connected NN (or Multi layer perceptron),regre_Convolutional NN,regre_Recurrent NN,regre_LSTM,regre_PNN (probabilistic neural network),accuracy,precision,f-measure,recall-sensitivity-true_positive_rate,specificity_true-negative-rate,false-positive-rate,false-negative-rate,roc-auc,R2,R,MAE-(Mean-Absolute-Error),Concordance-Correlation-Coefficient-(CCC),Spearman’s-ranking-correlation,Mean-square-error-(MSE),Root-Mean-Square-Error-(RMSE),Pearson-Correlation Coefficient-(r),unweighted-average-recall-(UAR),Matthews-Correlation-Coefficient,G-mean-(Geometric-mean)
37,236,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,47,,,,,,,,,,,,,,,,,,
37,237,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,x,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,52.7,,,,,,,,,,,,,,,,,,
37,238,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,x,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,51.4,,,,,,,,,,,,,,,,,,
37,239,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,53.3,,,,,,,,,,,,,,,,,,
37,240,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,45.4,,,,,,,,,,,,,,,,,,
37,241,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,48.3,,,,,,,,,,,,,,,,,,
38,242,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LA, HA",-,-,x,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,58.12,-,-,-,-,,-,-,-,-,-,-,,,,,,,
38,243,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,59.21,-,-,-,-,,-,-,-,-,-,-,,,,,,,
38,244,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,71.53,-,-,-,-,,-,-,-,-,-,-,,,,,,,
38,245,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,71.4,-,-,-,-,,-,-,-,-,-,-,,,,,,,
38,246,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LV, HV",-,-,x,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,60.54,-,-,-,-,,-,-,-,-,-,-,,,,,,,
38,247,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LV, HV",-,-,-,-,-,x,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,59.2,-,-,-,-,,-,-,-,-,-,-,,,,,,,
38,248,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LV, HV",-,-,-,-,-,x,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,71.04,-,-,-,-,,-,-,-,-,-,-,,,,,,,
38,249,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",2017,dimensional,,2,"LV, HV",-,x,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,70.54,-,-,-,-,,-,-,-,-,-,-,,,,,,,
39,250,"Martínez-Rodrigo, A., Zangróniz, R., Pastor, J. M., & Sokolova, M. V. (2017). Arousal level classification of the aging adult from electro-dermal activity: From hardware development to software architecture. Pervasive and Mobile Computing, 34, 46–59. Scopus. https://doi.org/10.1016/j.pmcj.2016.04.006",2017,dimensional,,2,"sleepiness, stressed",x,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,83.33,,,,,,,,,,,,,,,,,,
40,251,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,1,arousal,x,-,-,,,,,,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,0.09,-,,,,,,
40,252,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,1,arousal,-,-,-,,,,,,x,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,0.056,-,,,,,,
40,253,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,1,valence,x,-,-,,,,,,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,0.113,-,,,,,,
40,254,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,1,valence,-,-,-,,,,,,x,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,0.107,-,,,,,,
41,255,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,1,arousal,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.057,-,,,,,,
41,256,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,1,valence,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.109,-,,,,,,
41,257,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,2,"arousal, valence",-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.053,-,,,,,,
41,258,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",2015,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,x,2,"arousal, valence",-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.122,-,,,,,,
42,259,"Kostoulas, T., Chanel, G., Muszynski, M., Lombardo, P., & Pun, T. (2017). Films, affective computing and aesthetic experience: Identifying emotional and aesthetic highlights from multimodal signals in a social setting. Frontiers in ICT, 4(JUN). Scopus. https://doi.org/10.3389/fict.2017.00011",2017,dimensional,,2,"LV,HV",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.94,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
42,260,"Kostoulas, T., Chanel, G., Muszynski, M., Lombardo, P., & Pun, T. (2017). Films, affective computing and aesthetic experience: Identifying emotional and aesthetic highlights from multimodal signals in a social setting. Frontiers in ICT, 4(JUN). Scopus. https://doi.org/10.3389/fict.2017.00011",2017,categorical,,2,"LA, HA",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
43,261,"Barral, O., Kosunen, I., & Jacucci, G. (2017). No need to laugh out loud: Predicting humor appraisal of comic strips based on physiological signals in a realistic environment. ACM Transactions on Computer-Human Interaction, 24(6). Scopus. https://doi.org/10.1145/3157730",2017,categorical,,2,"funny, not funny",-,-,-,-,-,x,-,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
44,262,"Zhang, Q., Lai, X., & Liu, G. (2016). Emotion recognition of GSR based on an improved quantum neural network. 1, 488-492. Scopus. https://doi.org/10.1109/IHMSC.2016.66
",2016,categorical,,5,"happy, grief, fear, angry, calm",,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,,,,,,,,,
45,263,"Lanatà, A., Valenza, G., & Scilingo, E. P. (2012). A novel EDA glove based on textile-integrated electrodes for affective computing. Medical & Biological Engineering & Computing, 50(11), 1163–1172. doi:10.1007/s11517-012-0921-9",2012,dimensional,,5,"neutral, arousal1, arousal2, arousal3, arousal4",-,-,-,X,-,,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,,-,-,-,-,-,,,-,-,,-,,,,,,,,
46,264,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",2013,dimensional,,2,"relaxed, stress",-,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,,60,-,-,-,-,,,-,-,,-,,,,,,,,
46,265,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,X,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,,63.57,-,-,-,-,,,-,-,,-,,,,,,,,
46,266,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,,X,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,,60.71,-,-,-,-,,,-,-,,-,,,,,,,,
46,267,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,,-,,,,,,,,,,X,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,,63.57,-,-,-,-,,,-,-,,-,,,,,,,,
46,268,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,X,,-,-,-,-,,,,,,,,-,-,-,-,,63.57,-,-,-,-,,,-,-,,-,,,,,,,,
47,269,"GOUIZI, K., BEREKSI REGUIG, F., & MAAOUI, C. (2011). Emotion recognition from physiological signals. Journal of Medical Engineering & Technology, 35(6-7), 300–307. doi:10.3109/03091902.2011.601784",2011,categorical,,6,"joy, sadness, fear, disgust, neutrality,  amusement",-,X,-,-,-,,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,,-,,,,,,,,-,-,-,-,,-,-,-,-,-,,,-,-,,-,,,,,,,,
48,270,"Bornoiu, I.-V., Strungaru, R., & Grigore, O. (2015). Intelligent System for Emotion Recognition Based on Electrodermal Activity Processing. 6th European Conference of the International Federation for Medical and Biological Engineering, 70–73. doi:10.1007/978-3-319-11128-5_18 ",2015,dimensional,,2,"relaxed, stress",-,-,X,-,-,,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,75.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
49,271,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",2015,categorical,,2,"stress, not stress",,X,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,75.8,-,-,-,-,,,-,-,,-,,,,,,,,
49,272,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",2015,dimensional,,2,"stress, not stress",,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,61.6,-,-,-,-,,,-,-,,-,,,,,,,,
49,273,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",2015,dimensional,,2,"stress, not stress",,-,-,X,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,65,-,-,-,-,,,-,-,,-,,,,,,,,
49,274,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",2015,dimensional,,2,"stress, not stress",,-,-,-,X,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,71.4,-,-,-,-,,,-,-,,-,,,,,,,,
49,275,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",2015,dimensional,,2,"stress, not stress",,-,-,-,-,X,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,65.1,-,-,-,-,,,-,-,,-,,,,,,,,
50,276,"Drungilas, D., Bielskis, A. A., & Denisov, V. (2010). An intelligent control system based on non-invasive man machine interaction. In Innovations in Computing Sciences and Software Engineering (pp. 63-68). Springer, Dordrecht.",2010,categorical,,8,"Fear, Surprise, Happy, Calmness, Sleepiness, Sad, Disgust, Anger",-,-,-,-,-,-,-,,,,,,,,,,X,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,75,-,-,-,-,-,,-,-,,-,,,,,,,,
51,277,"Wu, G., Liu, G., & Hao, M. (2010). The Analysis of Emotion Recognition from GSR Based on PSO. 2010 International Symposium on Intelligence Information Processing and Trusted Computing. doi:10.1109/iptc.2010.60",2010,categorical,,6,"happy, Suprise, Disgust, Grief, Angry, Fear",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,6559%,-,,,,-,,-,,,,,,,,
52,278,"Giakoumis, D., Tzovaras, D., Moustakas, K., & Hassapis, G. (2011). Automatic Recognition of Boredom in Video Games Using Novel Biosignal Moment-Based Features. IEEE Transactions on Affective Computing, 2(3), 119–133. doi:10.1109/t-affc.2011.4 ",2011,categorical,,2,"bored, not bored",-,-,-,-,X,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,82.1,-,-,-,-,,,-,-,,-,,,,,,,,
53,279,"Safta, I., Grigore, O., & Căruntu, C.(2011). Emotion Detection Using Psycho-Physiological Signal Processing. Computer, 3, 4.",2011,dimensional,,2,"pleaseant, unpleaseant ",-,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,,-,-,-,-,-,6600%,6700%,3400%,3300%,-,-,,-,,,,,,,,
54,280,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",2012,dimensional,,2,"relaxed, stress",-,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,63.33,-,-,-,-,-,,-,-,,-,,,,,,,,
54,281,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",2012,dimensional,,2,"relaxed, stress",-,-,-,-,-,-,-,,,,,,,,,,X,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,61.67,-,-,-,-,-,,-,-,,-,,,,,,,,
54,282,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",2012,dimensional,,2,"relaxed, stress",-,-,-,-,-,-,X,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,60,-,-,-,-,-,,-,-,,-,,,,,,,,
54,283,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",2012,dimensional,,2,"relaxed, stress",-,-,-,-,-,X,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,57.22,-,-,-,-,-,,-,-,,-,,,,,,,,
54,284,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",2012,dimensional,,2,"relaxed, stress",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,X,,-,-,-,-,,,,,,,,-,-,-,-,-,61.11,-,-,-,-,-,,-,-,,-,,,,,,,,
55,285,"Cheng, J., & Liu, G. (2013). Computing nonlinear features of skin conductance to build the affective detection model. 2013 International Conference on Communications, Circuits and Systems (ICCCAS). doi:10.1109/icccas.2013.6765349 ",2013,categorical,,2,"hapinees, sadness and fear",-,X,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,9233.00%,-,1431.00%,,-,-,,-,,,,,,,,
55,286,"Cheng, J., & Liu, G. (2013). Computing nonlinear features of skin conductance to build the affective detection model. 2013 International Conference on Communications, Circuits and Systems (ICCCAS). doi:10.1109/icccas.2013.6765349 ",2013,categorical,,2," sadness and fears , hapiness",-,X,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,7500.00%,-,1342.00%,,-,-,,-,,,,,,,,
55,287,"Cheng, J., & Liu, G. (2013). Computing nonlinear features of skin conductance to build the affective detection model. 2013 International Conference on Communications, Circuits and Systems (ICCCAS). doi:10.1109/icccas.2013.6765349 ",2013,categorical,,2,"fear and hapiness, sadness",-,X,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,7071.00%,-,1724.00%,,-,-,,-,,,,,,,,
56,288,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",2013,dimensional,,2,"relaxed, stress",-,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,,,,,,65.79,-,-,-,-,-,,,-,,-,,,,,,,,
56,289,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,-,-,,,,,,,,,,X,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,54.61,-,-,-,-,-,,-,-,,-,,,,,,,,
56,290,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,-,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.55,-,-,-,-,-,,-,-,,-,,,,,,,,
56,291,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,X,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,55.92,-,-,-,-,-,,-,-,,-,,,,,,,,
