paper_id,model_id,apa_citation,is_multimodal,modality_visual,modality_auditory,modality_somatosensory,task_type_active,task_type_pasive,technique_name,visual_pictures,visual_videos,visual_words,visual_other,auditory_miusic,auditory_other,technique_clasif_multiple_techniques,technique_clasif_driving,technique_clasif_Imagination techniques /memory recall,technique_clasif_Social interactions,technique_clasif_Virtual Reality,technique_clasif_Meditation,technique_clasif_Reading,technique_clasif_Ux,technique_clasif_TEM clips (Tactile Enhanced Multimedia),technique_clasif_Videogame,technique_clasif_Puzzle,technique_description,elicitation_duration,elicitation_duration_range,elicitation_duration_mean,elicitation_duration_median
30,175,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",-,,,-,x,-,"-G25
Logitech steering wheel kit",-,-,,-,-,-,-,x,-,-,-,-,,,,,,"A driving simulator consisting of a driving unit (G25
Logitech steering wheel kit), a large display, and simulation
software (Speed Dreams) was utilized for emotion stimulation.
Driving scenarios were configured to stimulate three
investigated emotions: neutral, stress, and anger. The neutral
scenario consists of casual driving at a speed of 80 km/h on a
circular roadway with a wide road and good vision [14]. The
stress scenario consists of a snowy mountain track with a
narrow road and poor vision, presumed to trigger sudden
turning, leading to vehicle drifting and impact [8][14][15][16].
Finally, the anger scenario requires the driver to complete a
designated driving task within a time limit. This task was
performed along with four artificial intelligence contestants,
with the aim of triggering aggressive road events, such as
tailgating, sudden overtaking, and reckless driving [17][18].
To further trigger driving anger, the subjects were also
informed that deductions would be made to their reward
money if they failed to accomplish the driving task within the
time frame; the full amount was still given at the end of
experiment",50m,-,-,-
31,176,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
31,177,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
31,178,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
32,179,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
32,180,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
32,181,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
32,182,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
32,183,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
32,184,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
33,185,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
33,186,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
33,187,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
33,188,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
33,189,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
33,190,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",-,-,x,-,-,x,-,-,-,,-,x,-,-,-,-,-,-,-,,,,,,-,15m,-,-,-
34,191,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516647",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
34,192,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516648",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
34,193,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516649",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
34,194,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516649",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
35,195,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
35,196,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
35,197,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
35,198,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
36,199,"Zhang, S., Liu, G., & Lai, X. (2015). Classification of evoked emotions using an artificial neural network based on single, short-term physiological signals. Journal of Advanced Computational Intelligence and Intelligent Informatics, 19(1), 118-126.",x,,,-,-,x,-,-,x,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,207,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
37,208,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
37,209,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
37,210,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
37,211,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
37,212,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
37,213,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
37,214,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",,,,-,x,-,-,-,-,-,,-,,-,x,-,-,-,-,-,-,-,-,-,-,30m,-,-,-
37,215,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",,,,-,x,-,-,-,-,-,,-,,-,x,-,-,-,-,-,-,-,-,-,-,30m,-,-,-
37,216,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",,,,-,x,-,-,-,-,-,,-,,-,x,-,-,-,-,-,-,-,-,-,-,30m,-,-,-
37,217,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",,,,-,x,-,-,-,-,-,,-,,-,x,-,-,-,-,-,-,-,-,-,-,30m,-,-,-
37,218,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",,,,-,x,-,-,-,-,-,,-,,-,x,-,-,-,-,-,-,-,-,-,-,30m,-,-,-
37,219,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",,,,-,x,-,-,-,-,-,,-,,-,x,-,-,-,-,-,-,-,-,-,-,30m,-,-,-
37,220,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",,,,-,x,-,-,-,-,-,,-,,-,x,-,-,-,-,-,-,-,-,-,-,30m,-,-,-
37,221,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,222,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,223,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,224,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,225,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,226,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,227,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
37,228,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
37,229,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
37,230,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
37,231,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
37,232,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
37,233,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
37,234,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
37,235,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
37,236,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
37,237,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
37,238,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
37,239,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
37,240,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
37,241,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,00m 52 s - 23m 58s,,
37,200,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,51s –127 s,-,-
37,201,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,51s –127 s,-,-
37,202,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,51s –127 s,-,-
37,203,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,51s –127 s,-,-
37,204,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,51s –127 s,-,-
37,205,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,51s –127 s,-,-
37,206,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",x,,,-,-,x,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,51s –127 s,-,-
38,242,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
38,243,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
38,244,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
38,245,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
38,246,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
38,247,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
38,248,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
38,249,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via galvanic skin response: Comparison of machine learning algorithms and feature extraction methods. Istanbul University - Journal of Electrical and Electronics Engineering, 17, 3129–3136. Scopus.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
39,250,"Martínez-Rodrigo, A., Zangróniz, R., Pastor, J. M., & Sokolova, M. V. (2017). Arousal level classification of the aging adult from electro-dermal activity: From hardware development to software architecture. Pervasive and Mobile Computing, 34, 46–59. Scopus. https://doi.org/10.1016/j.pmcj.2016.04.006",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,9m,-,-,-
40,251,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
40,252,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
40,253,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
40,254,"Milchevski, A., Rozza, A., & Taskovski, D. (2015). Multimodal affective analysis combining regularized linear regression and boosted regression trees. 33–39. Scopus. https://doi.org/10.1145/2808196.2811636",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
41,255,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",,,,,x,-,survival task,-,-,-,-,-,-,-,-,-,x,-,-,,,,,,,,,15m,
41,256,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",,,,,x,-,survival task,-,-,-,-,-,-,-,-,-,x,-,-,,,,,,,,,15m,
